iseq,war,campn,engagem,atkr,atk_cmdr,defr,def_cmdr,date,long,lat,dist_att,dist_def,elev_mean_h,elev_min_h,elev_max_h,elev_var_h,elev_sd_h,elev_mean_l,elev_min_l,elev_max_l,elev_var_l,elev_sd_l,a_frontage,d_frontage,soft_ar,tree_ar,river,wet,overcast,temp,unit_ar,unit_cp,unit_dv,unit_rg,amilpert,dmilpert,ffr,afsr,dfsr,frontat,envelop,defoff,surprise,fort,a_tks_to,a_tks_lt,a_tks_mb,a_sortie,a_arty,d_tks_to,d_tks_lt,d_tks_mb,d_sortie,d_arty,a_democ,d_democ,a_prisec,d_prisec,a_coup5,d_coup5,duration,acas_per,dcas_per,ler,ln_ler,a_advance,rtadv
289,WORLD WAR I,NOYON SALIENT,EASTERN CHAMPAGNE,FR 4TH ARMY,GEN LANGLE DE CARY,GER 3RD ARMY,GEN HAUSEN,1915.126,3.7495,48.7142,80643.53715,684616.6351,148.2767,78,225,2268.264452,47.6263,129.0833,90,193,1026.8106,32.0439,17,17,0,0,0,0,0,1,1,0,0,0,163182,85220,1.914832199,9598.941176,5012.941176,1,0,0,0,1,0,0,0,NA,879,0,0,0,NA,470,8,4,1459,1724,0,0,30,42820,23050,1.8577,0.6193,31000,0.1
290,WORLD WAR I,NOYON SALIENT,NEUVE CHAPELLE,BR 1ST ARMY,GEN HAIG,GER 6TH ARMY(-),CR PR RUPPRECHT,1915.189,2.7831,50.5834,191950.6586,629777.2774,17.52,16,20,1.26000625,1.1225,24.5,24,25,0.5,0.7071,3.6,3.6,0,0,0,0,1,1,1,0,0,0,87000,40000,2.175,24166.66667,11111.11111,1,0,0,1,1,0,0,0,NA,530,0,0,0,NA,NA,8,4,1725,1724,0,0,0.7569,12892,12000,1.0743,0.0717,29000,0.4
291,WORLD WAR I,NOYON SALIENT,YPRES II,GER 4TH ARMY(-),DK OF WUERTTEMBERG,BR 2ND ARMY(-)(+),GEN SMITH-DORRIEN,1915.307,2.8842,50.8513,614851.9848,182898.976,26.5857,0,121,283.0065998,16.8228,26.8125,13,50,103.6292,10.1798,23,23,0,0,0,0,0,1,1,0,0,0,150000,190000,0.789473684,6521.73913,8260.869565,1,0,0,2,1,0,0,0,NA,NA,0,0,0,NA,NA,4,8,1724,1725,0,0,33,35000,70000,0.5,-0.6931,35000,0.2
292,WORLD WAR I,NOYON SALIENT,FESTUBERT,BR 1ST ARMY(-),GEN HAIG,GER 6TH ARMY(-),CR PR RUPPRECHT,1915.373,2.736,50.544,192156.8418,633748.0636,19.4239,17,27,7.17007729,2.6777,26.5,25,28,4.5,2.1213,6,6,0,0,0,1,1,1,1,0,0,0,90365,30000,3.012166667,15060.83333,5000,1,0,1,0,1,0,0,0,NA,433,0,0,0,NA,NA,8,4,1725,1724,0,0,11,16648,5000,3.3296,1.2029,29000,0.1
293,WORLD WAR I,NOYON SALIENT,LOOS,BR 1ST ARMY,GEN HAIG,GER 6TH ARMY(-),CR PR RUPPRECHT,1915.734,3.0144,50.6148,201185.9379,616484.7362,27.4667,19,49,49.98207204,7.0698,34,26,42,45.3333,6.733,7.2,7.2,0,0,0,0,0,1,1,0,0,0,298437,75000,3.97916,41449.58333,10416.66667,1,0,1,0,1,0,0,0,NA,NA,0,0,0,NA,NA,8,4,1725,1724,0,0,20,61713,19836,3.1112,1.135,34000,0.3
294,WORLD WAR I,EASTERN FRONT 1915,WINTER BATTLE (MASURIA),GER 8TH & 10TH ARMIES,GEN HINDENBURG,RUS 10TH ARMY,GEN SIEVERS,1915.104,22.282,54.7328,551671.8717,732098.6057,76.7489,-60,283,3659.499838,60.4938,85.0339,-20,259,3084.5897,55.5391,209,209,0.027794351,0.058106361,0,1,1,0,1,0,0,0,650000,300000,2.166666667,3110.047847,1435.406699,0,0,0,2,0,0,0,0,NA,NA,0,0,0,NA,212,4,0,1724,435,0,0,15,135000,210000,0.6429,-0.4418,178000,10
295,WORLD WAR I,EASTERN FRONT 1915,GOLICE-TARNOW (OPENING PHASE),"GER 11TH ARMY, AUS 3RD(-) & 4TH ARMIES",GEN MACKENSEN,RUS 3RD ARMY,GEN DIMITRIEV,1915.334,21.0946,49.8372,521151.8871,1235945.318,350.9385,155,1199,30626.43502,175.0041,358.1877,160,942,23891.1461,154.5676,121,121,0,0.350713693,0,0,0,1,1,0,0,0,216000,219000,0.98630137,1785.123967,1809.917355,1,0,0,2,0,0,0,0,NA,622,0,0,0,NA,NA,4,0,1724,435,0,0,3,36000,153654,0.2343,-1.4512,58000,10
296,WORLD WAR I (ITALIAN FRONT 1915),ISONZO FRONT 1915,FIRST ISONZO,IT 2ND & 3RD ARMIES,GEN CADORNA,AUS 5TH ARMY,GEN BOROJEVIC,1915.477,13.5548,45.9306,452509.1037,298153.8526,86.9233,16,435,3619.935523,60.1659,299.6364,50,1000,84148.8545,290.0842,16,16,0,0.211077241,1,0,0,1,1,0,0,0,200000,100000,2,12500,6250,1,0,0,0,1,0,0,0,NA,212,0,0,0,NA,NA,2,0,1008,1591,0,0,15,14947,9958,1.501,0.4061,28000,0
297,WORLD WAR I (ITALIAN FRONT 1915),ISONZO FRONT 1915,SECOND ISONZO,IT 2ND & 3RD ARMIES,GEN CADORNA,AUS 5TH ARMY,GEN BOROJEVIC,1915.545,13.5466,45.8616,444834.0983,304947.8835,88.4443,-17,511,10664.67225,103.2699,197.0476,-6,1100,91348.0476,302.2384,29,29,0,0.337918705,1,0,0,1,1,0,0,0,200000,128500,1.556420233,6896.551724,4431.034483,1,0,0,0,1,0,0,0,NA,NA,0,0,0,NA,NA,2,0,1008,1591,0,0,17,41866,46640,0.8976,-0.108,28000,0
298,WORLD WAR I (ITALIAN FRONT 1915),ISONZO FRONT 1915,THIRD ISONZO,IT 2ND & 3RD ARMIES,GEN CADORNA,AUS 5TH ARMY,GEN BOROJEVIC,1915.797,13.6636,46.0173,462889.0184,286760.144,447.673,34,1409,125899.7162,354.8235,503.56,75,1100,91159.59,301.9265,29,29,0,0.753841876,1,0,0,0,1,0,0,0,356000,157000,2.267515924,12275.86207,5413.793103,1,0,0,0,1,0,0,0,NA,1200,0,0,0,NA,NA,2,0,1008,1591,0,0,18,67008,31474,2.129,0.7557,28000,0
299,WORLD WAR I (ITALIAN FRONT 1915),ISONZO FRONT 1915,FOURTH ISONZO,IT 2ND & 3RD ARMIES,GEN CADORNA,AUS 5TH ARMY,GEN BOROJEVIC,1915.86,13.6261,45.9536,455576.9475,293895.5644,317.2596,11,1409,106673.4389,326.609,436.7727,50,1100,115704.5649,340.1537,29,29,0,0.601248427,1,0,0,0,1,0,0,0,311000,136000,2.286764706,10724.13793,4689.655172,1,0,0,0,1,0,0,0,NA,1200,0,0,0,NA,NA,2,0,1008,1591,0,0,23,48967,40217,1.2176,0.1969,28000,0
300,WORLD WAR I (TURKISH FRONTS 1915),GALLIPOLI,FIRST DARDANELLES LANDING,ALLIED ARMY,GEN HAMILTON,TK 5TH ARMY,GEN LIMAN VON SANDERS,1915.315,26.1778,40.047,1942038.726,189213.3982,2.3108,-59,187,3050.507546,55.2314,-23.125,-63,-1,723.8393,26.9043,11.2,11.2,0,0,0,0,0,1,1,0,0,0,32000,10000,3.2,2857.142857,892.8571429,1,0,1,0,0,0,0,0,0,345,0,0,0,0,NA,8,2,1725,117,0,3,0.6875,5400,3900,1.3846,0.3254,30000,2.5
301,WORLD WAR I (TURKISH FRONTS 1915),GALLIPOLI,SUVLA BAY,"BR 7TH, 10TH, 11TH, & 12TH DIVS",LG STOPFORD,TK 7TH & 12TH DIVS,GEN LIMAN VON SANDERS,1915.6,26.253,40.3046,1926510.107,170808.5052,49.1,-63,221,2361.843361,48.5988,-61.5,-223,100,52164.5,228.3955,4.8,4.8,0,0,0,0,0,1,0,0,1,0,25000,15800,1.582278481,5208.333333,3291.666667,1,0,1,1,0,0,0,0,0,56,0,0,0,0,20,8,2,1725,117,0,3,4,9000,750,12,2.4849,32000,1
302,WORLD WAR I (TURKISH FRONTS 1915),MESOPOTAMIA 1915,KUT-EL-AMARA,BR MESOPOTAMIAN FIELD FORCE,MG TOWNSHEND,TK ARMY,NUR-UD-DIN PASHA,1915.74,45.8278,32.529,3317584.238,1331003.506,18.2898,13,22,2.21890816,1.4896,71,65,77,12,3.4641,16,16,0.011347093,0,0,0,0,1,1,0,0,0,11000,11300,0.973451327,687.5,706.25,0,1,0,1,1,0,0,0,NA,28,0,0,0,NA,38,8,2,1725,117,0,3,2,1230,5300,0.2321,-1.4607,48000,10
303,WORLD WAR I (TURKISH FRONTS 1915),MESOPOTAMIA 1915,CTESIPHON,BR MESOPOTAMIAN FIELD FORCE,MG TOWNSHEND,TK ARMY,NUR-UD-DIN PASHA,1915.893,44.5262,33.0172,3227120.964,1241460.42,31.6064,29,36,1.52226244,1.2338,28.6,26,32,5.3,2.3022,12.1,16,0,0,0,0,0,1,1,0,0,0,13756,20400,0.674313725,1136.859504,1685.950413,0,1,1,0,1,0,0,0,NA,30,0,0,0,0,52,8,2,1725,117,0,3,3,4593,6188,0.7422,-0.2981,30000,0.5
304,WORLD WAR I,WESTERN FRONT 1916,FIRST SOMME,BR 4TH & 6TH ARMIES,GEN RAWLINSON & GEN FAYOLLE,GER 2ND ARMY,GEN BELOW,1916.499,2.2947,49.9078,223402.7137,683786.9853,105.8282,3,208,1376.335801,37.099,105.6739,51,191,978.9474,31.2881,62.4,62.4,0,0,0,1,1,1,1,0,0,0,600000,300000,2,9615.384615,4807.692308,1,0,1,0,1,49,0,49,NA,1537,0,0,0,NA,400,8,4,1725,1724,0,0,92,670000,500000,1.34,0.2927,38000,0.1
309,WORLD WAR I,CAUCASUS 1916,CAUCASUS WINTER OFFENSIVE,RUSS ARMY,GEN YUDENICH,TK 3RD ARMY,ABDUL KERIM PASHA,1916.027,41.6647,40.1076,2295338.087,713392.7445,2130.9822,1022,3137,119068.474,345.063,2135.9016,1398,2819,86918.7294,294.8198,110,110,0.000878746,0.007051829,0,1,1,0,1,0,0,0,103000,61000,1.68852459,936.3636364,554.5454545,1,0,0,3,1,0,0,0,NA,239,0,0,0,NA,100,0,2,435,117,0,3,7,8000,25000,0.32,-1.1394,105000,11
310,WORLD WAR I,EASTERN FRONT 1916,LAKE NAROTCH,RUSS 2ND ARMY,GEN SMIRNOV,GER 10TH ARMY,GEN EICHHORN,1916.211,26.6948,54.8522,600787.5664,783451.5591,177.3544,159,216,161.4576836,12.7066,179.9167,171,198,52.0833,7.2169,20,20,0.170400064,0.236022779,0,0,0,1,1,0,0,0,350000,180000,1.944444444,17500,9000,1,0,0,0,0,0,0,0,NA,887,0,0,0,NA,440,0,4,435,1724,0,0,9,100000,20000,5,1.6094,28000,0
311,WORLD WAR I,EASTERN FRONT 1916,1916 BRUSILOV OFFENSIVE,RUSS SOUTHWEST ARMY GROUP,GEN BRUSILOV,"AUS 2ND, 4TH & 7TH, & SUD ARMIES",GEN CONRAD,1916.425,24.7351,51.058,1035964.749,563254.0851,200.7083,87,586,3574.820184,59.7898,206.1507,10,441,3552.6519,59.6041,400,400,0.342870432,0.127947003,0,0,0,1,1,0,0,0,600000,500000,1.2,1500,1250,1,0,0,2,0,0,0,0,0,1938,0,0,0,0,1846,0,0,435,1591,0,0,34,495000,260000,1.9038,0.6439,90000,1.8
312,WORLD WAR I,ISONZO FRONT 1916,FIFTH ISONZO,IT 2ND & 3RD ARMIES,GEN CADORNA,AUS 5TH ARMY,GEN BOROJEVIC,1916.192,13.5997,45.9408,453965.1918,295877.3463,282.5539,-161,1409,99872.93832,316.0268,390.46,-6,1100,103524.6616,321.7525,48,48,0.00445667,0.546988903,0,1,1,0,1,0,0,0,300000,160000,1.875,6250,3333.333333,1,0,0,0,1,0,0,0,NA,NA,0,0,0,NA,NA,2,0,1008,1591,0,0,5,3800,1985,1.9144,0.6494,NA,NA
313,WORLD WAR I,AUSTRIAN TRENTINO OFFENSIVE,ASIAGO,AUS 3RD & 11TH ARMIES,GEN CONRAD,IT 1ST ARMY,GEN PECORI-GIRALDI,1916.37,11.5088,45.8761,375107.2157,446042.4971,853.16,59,2161,272300.9132,521.8246,765.9194,49,1694,253249.0262,503.2385,48,48,0,0.625885075,0,0,0,1,1,0,0,0,213000,118000,1.805084746,4437.5,2458.333333,1,0,0,0,0,0,0,0,NA,2000,0,0,0,NA,623,0,2,1591,1008,0,0,27,41264,74887,0.551,-0.596,47000,0.7
314,WORLD WAR I,AUSTRIAN TRENTINO OFFENSIVE,TRENTINO COUNTER-OFFENSIVE,IT 5TH ARMY,GEN CADORNA,AUS 3RD & 11TH ARMIES,GEN CONRAD,1916.458,11.2546,46.0191,463746.0977,374906.4146,1119.7825,81,2446,266095.5482,515.8445,1075.8966,372,2039,152847.0067,390.9565,48,48,0,0.97071635,0,0,0,1,1,0,0,0,200000,172000,1.162790698,4166.666667,3583.333333,1,0,0,0,0,0,0,0,NA,623,0,0,0,NA,2000,2,0,1008,1591,0,0,24,72000,29000,2.4828,0.9094,40000,0.5
315,WORLD WAR I,ISONZO FRONT 1916,SIXTH ISONZO (GORIZIA),IT 2ND & 3RD ARMIES,GEN CADORNA,AUS 5TH ARMY,GEN BOROJEVIC,1916.597,13.6129,45.9297,452840.7747,296550.9024,226.3713,14,1220,57398.72015,239.5803,389.9412,50,1100,117371.6838,342.5955,22.5,22.5,0,0.53311889,0,0,0,1,1,0,0,0,308000,168000,1.833333333,13688.88889,7466.666667,1,0,0,1,1,0,0,0,NA,686,0,0,0,NA,147,2,0,1008,1591,0,0,12,51232,41835,1.2246,0.2026,34000,0.5
316,WORLD WAR I,WESTERN FRONT 1917,ARRAS,"BR 1ST, 3RD & 5TH ARMIES",FM HAIG,GER 6TH ARMY,GEN FALKENHAUSEN,1917.271,2.7815,50.299,210556.9393,641368.9928,87.9754,25,178,1078.603532,32.8421,78.8621,23,139,1172.0517,34.2352,32,32,0,0,0,0,0,1,1,0,0,0,276000,120000,2.3,8625,3750,1,0,1,1,1,48,NA,NA,NA,2817,0,0,0,NA,1014,8,4,1725,1724,0,0,15,83379,75000,1.1117,0.1059,36000,0.5
317,WORLD WAR I,WESTERN FRONT 1917,AISNE II,FR 5TH & 6TH ARMIES,GEN NIVELLE,GER 1ST & 7TH ARMIES,GENS BOEHN & BELOW,1917.29,3.8179,49.3212,96900.91587,641855.6793,124.0186,38,291,2477.849284,49.778,133.0959,75,250,1572.2546,39.6517,64,64,0,0.014920838,0,1,1,1,1,0,0,0,1000000,480000,2.083333333,15625,7500,1,0,0,0,1,150,NA,NA,NA,5114,0,0,0,NA,NA,8,4,1459,1724,0,0,15,118000,40000,2.95,1.0818,33000,0.3
318,WORLD WAR I,FLANDERS 1917,MESSINES,BR 2ND ARMY,GEN PLUMER,GER 4TH ARMY,GEN ARNIM,1917.433,2.8988,50.764,187723.3929,617080.7221,29.3738,11,121,311.6319396,17.6531,29.1667,18,50,106.8788,10.3382,19,19,0,0,0,0,0,1,1,0,0,0,180000,100000,1.8,9473.684211,5263.157895,1,0,0,1,1,NA,NA,NA,NA,2266,0,0,0,NA,1000,8,4,1725,1724,0,0,8,17000,32500,0.5231,-0.648,33000,0.6
319,WORLD WAR I,FLANDERS 1917,YPRES III,BR 2ND & 5TH ARMIES & FR 1ST ARMY,FM HAIG,GER 4TH ARMY,GEN ARNIM,1917.581,2.8842,50.8513,182898.976,614851.9848,21.2986,-2,123,238.023184,15.428,24.58,-1,54,120.82,10.9918,48,48,0,0,0,0,0,1,1,0,0,0,380000,200000,1.9,7916.666667,4166.666667,1,0,0,0,1,NA,NA,NA,NA,2174,0,0,0,NA,1040,8,4,1725,1724,0,0,130,399821,270710,1.4769,0.39,106000,0.6
320,WORLD WAR I,WESTERN FRONT 1917,CAMBRAI I,BR 3RD ARMY,GEN BYNG,GER 2ND ARMY,GEN MARWITZ,1917.888,3.2344,50.1754,238802.7865,623801.4311,69.0402,38,115,254.7982138,15.9624,82.875,55,118,483.5536,21.9899,16,16,0,0,0,0,0,1,1,0,0,0,90000,75000,1.2,5625,4687.5,1,0,1,2,1,324,0,324,NA,1000,0,0,0,NA,900,8,4,1725,1724,0,0,7,15000,25000,0.6,-0.5108,37000,1.2
321,WORLD WAR I,WESTERN FRONT 1917,CAMBRAI II,GER 2ND ARMY,GEN MARWITZ,BR 3RD ARMY,GEN BYNG,1917.915,3.2382,50.1703,623846.7672,239321.3762,74.1372,33,129,512.347752,22.6351,83.2941,49,128,797.2206,28.2351,22,22,0,0,0,0,0,1,1,0,0,0,130000,90000,1.444444444,5909.090909,4090.909091,1,0,0,1,0,0,0,0,NA,1200,NA,NA,NA,NA,1000,4,8,1724,1725,0,0,4,28000,29000,0.9655,-0.0351,35000,1.7
322,WORLD WAR I,ISONZO FRONT 1917,TENTH ISONZO,IT 2ND & 3RD ARMIES,GEN CADORNA,AUS 5TH ARMY,GEN BOROJEVIC,1917.362,13.6148,45.9482,454895.3275,294736.2315,267.3831,14,1295,80119.00081,283.053,443.1765,50,1100,132643.7794,364.2029,25,25,0,0.56574412,0,0,0,1,1,0,0,0,280000,165000,1.696969697,11200,6600,1,0,1,0,1,0,0,0,NA,2200,0,0,0,NA,1400,2,0,1008,1591,0,0,25,157000,75700,2.074,0.7295,31000,0.1
323,WORLD WAR I,ISONZO FRONT 1917,ELEVENTH ISONZO,IT 2ND & 3RD ARMIES,GEN CADORNA,AUS 5TH ARMY,GEN BOROJEVIC,1917.63,13.7323,46.1826,481645.6638,269174.9633,792.3216,120,2010,205222.6808,453.0151,790.0741,381,1531,82943.4558,287.9991,30,30,0,0.841037746,0,0,0,1,1,0,0,0,518000,252000,2.055555556,17266.66667,8400,1,0,0,0,1,0,0,0,NA,1700,0,0,0,NA,NA,2,0,1008,1591,0,0,29,166000,85000,1.9529,0.6693,37000,0.3
324,WORLD WAR I,ISONZO FRONT 1917,CAPORETTO (TWELFTH ISONZO),"GER-AUS 5TH, 10TH & 14TH ARMIES",GEN CONRAD,"IT 2ND, 3RD & 4TH ARMIES",GEN CADORNA,1917.814,13.5814,46.2468,698022.2743,487612.7482,741.7533,-231,2755,331690.9878,575.9262,809.0582,-10,2235,256385.2799,506.345,160,160,0.030146592,0.721888202,0,0,0,1,1,0,0,0,602000,574000,1.048780488,3762.5,3587.5,1,0,0,1,1,0,0,0,NA,4000,0,0,0,NA,3600,4,2,1724,1008,0,0,31,20000,305000,0.0656,-2.7246,159000,4.2
325,WORLD WAR I (TURKISH FRONTS 1917),MESOPOTAMIA 1917,TIGRIS CROSSING,"BR 1ST & 3RD CORPS, & U/I CAV DIV",GEN MAUDE,TK U/I TASK FORCE,NUR-UD-DIN PASHA,1917.145,45.8278,32.529,3317584.238,1331003.506,18.6838,15,22,1.976836,1.406,69.5,67,72,4.3333,2.0817,7.2,40,0,0,0,0,0,1,0,1,0,0,46000,10500,4.380952381,6388.888889,1458.333333,1,0,0,0,0,0,0,0,NA,174,0,0,0,NA,91,8,2,1725,117,0,3,1.4896,2750,4300,0.6395,-0.447,32000,2.7
326,WORLD WAR I (TURKISH FRONTS 1917),PALESTINE 1917,GAZA I,BR ARMY OF EGYPT,GEN MURRAY,TK 8TH ARMY,GEN KRESS VON KRESSENSTEIN,1917.233,34.7863,31.2806,2974321.499,1130558.551,280.751,161,447,3895.769539,62.4161,368.8571,291,446,3591.4762,59.9289,12,19.2,0,0,0,0,0,1,1,0,0,0,25000,26000,0.961538462,2083.333333,2166.666667,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,8,2,1725,117,0,3,0.4896,4000,2450,1.6327,0.4902,28000,0
327,WORLD WAR I (TURKISH FRONTS 1917),PALESTINE 1917,GAZA II,BR ARMY OF EGYPT,GEN MURRAY,TK ARMY OF PALESTINE,GEN KRESS VON KRESSENSTEIN,1917.293,34.7408,31.3887,2963562.846,1118303.781,248.4249,66,627,16334.68037,127.8072,373.5882,138,745,35281.0074,187.8324,24,24,0,0,0,0,0,1,1,0,0,0,25000,20000,1.25,1041.666667,833.3333333,1,0,0,0,1,NA,NA,NA,0,NA,NA,NA,NA,0,NA,8,2,1725,117,0,3,0.5521,6400,2000,3.2,1.1632,28000,0
328,WORLD WAR I (TURKISH FRONTS 1917),PALESTINE 1917,GAZA III,BR ARMY OF EGYPT,GEN ALLENBY,TK 7TH & 8TH ARMIES,GEN KRESS VON KRESSENSTEIN,1917.833,34.7915,31.253,2976837.085,1133585.537,296.9721,92,636,13756.75644,117.2892,377,138,740,24178.8889,155.4956,32,48,0.03436756,0,0,0,0,1,1,0,0,0,72000,34000,2.117647059,2250,1062.5,1,0,0,2,1,NA,NA,NA,NA,392,NA,NA,NA,NA,260,8,2,1725,117,0,3,7,2696,2950,0.9139,-0.09,42000,2
329,WORLD WAR I (TURKISH FRONTS 1917),PALESTINE 1917,JUNCTION STATION,BR ARMY OF EGYPT,GEN ALLENBY,TK 8TH ARMY,GEN KRESS VON KRESSENSTEIN,1917.869,34.7815,31.8446,2926901.415,1070467.853,59.8439,-50,314,3633.847186,60.2814,98.5,-160,418,24061.1053,155.1164,24,24,0.098811736,0,0,0,0,1,1,0,0,0,85000,15500,5.483870968,3541.666667,645.8333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,8,2,1725,117,0,3,2,4000,4800,0.8333,-0.1823,68000,20
330,WORLD WAR I (WESTERN FRONT 1918),GERMAN SPRING OFFENSIVES,SECOND SOMME-PHASE I (SOMME-PERONNE),"GER 2ND, 17TH & 18TH ARMIES",GEN LUDENDORFF,"BR 1ST(-), 3RD & 5TH (4TH) ARMIES",FM HAIG,1918.219,2.9351,49.9225,650965.4895,245382.4666,98.0086,11,207,1053.281588,32.4543,102.0153,23,208,1076.0357,32.803,97,97,0.001299506,0.002920764,0,1,1,1,1,0,0,0,800000,400000,2,8247.42268,4123.71134,1,0,0,2,1,9,NA,NA,NA,6473,252,NA,NA,NA,2500,4,8,1724,1725,0,0,6,70000,120000,0.5833,-0.539,77000,8.1
331,WORLD WAR I (WESTERN FRONT 1918),GERMAN SPRING OFFENSIVES,SECOND SOMME-PHASE II (SOMME-MONTDIDIER),"GER 2ND, 17TH & 18TH ARMIES",GEN LUDENDORFF,"BR 1ST(-), 3RD & 5TH (4TH) ARMIES",FM HAIG,1918.236,2.5677,49.6461,683192.888,255859.5931,110.9019,3,248,1734.7225,41.65,114.5515,34,230,1212.9146,34.8269,140,140,0.000623829,0.015850563,0,1,1,1,1,0,0,0,700000,600000,1.166666667,5000,4285.714286,1,0,0,0,1,NA,NA,NA,NA,6400,200,NA,NA,NA,4000,4,8,1724,1725,0,0,14,133000,140000,0.95,-0.0513,56000,2
332,WORLD WAR I (WESTERN FRONT 1918),GERMAN SPRING OFFENSIVES,LYS,GER 4TH & 6TH ARMIES,GEN LUDENDORFF,BR 1ST & 2ND ARMIES,FM HAIG,1918.271,2.8789,50.8551,615005.901,182459.7272,23.8354,-1,121,314.0444737,17.7213,27.4762,13,54,119.4619,10.9299,32,32,0,0,0,1,1,1,1,0,0,0,500000,400000,1.25,15625,12500,1,0,1,1,1,9,NA,NA,NA,NA,180,NA,NA,NA,NA,4,8,1724,1725,0,0,22,175000,152500,1.1475,0.1376,50000,1
333,WORLD WAR I (WESTERN FRONT 1918),VERDUN SECTOR,YVONNE & ODETTE POSITIONS (SECTOR TOULON),GER SPEC ASSLT GRP 'VON GROTHE' & 272ND RES INF RGT,MAJ GROTHE,"US COS I & L OF 3RD BN, 9TH INF RGT",COL UPTON,1918.285,6.0366,43.1506,1120630.143,4648042.093,3,3,3,0,0,3,3,3,0,0,0.3,0.3,0,0,0,0,0,1,0,0,0,1,3072,650,4.726153846,10240,2166.666667,1,0,0,2,1,0,0,0,0,36,0,0,0,0,24,4,10,1724,1913,0,0,0.0833,71,72,0.9861,-0.014,28000,0
334,WORLD WAR I (WESTERN FRONT 1918),GERMAN SPRING OFFENSIVES,CHEMIN-DES-DAMES,GER 1ST & 7TH ARMIES,CR PR WILHELM,FR 6TH ARMY,GEN DOUCHENE,1918.403,3.5873,49.3365,651651.2933,87225.51274,123.0416,38,268,2070.568512,45.5035,127.8824,75,250,1526.4039,39.0692,56.3,56.3,0,3.22E-05,0,0,0,1,1,0,0,0,250000,75000,3.333333333,4440.497336,1332.149201,1,0,1,2,1,NA,NA,NA,NA,3719,NA,NA,NA,NA,NA,4,8,1724,1459,0,0,8,118000,128000,0.9219,-0.0813,76000,6
335,WORLD WAR I (WESTERN FRONT 1918),GERMAN SPRING OFFENSIVES,CANTIGNY,US 1ST DIV & 28TH INF RGT,COL ELY,"GER 82ND RES DIV, 1ST BN, 272ND RES INF RGT",COL FREDERICHS,1918.406,2.4914,49.6643,4585978.44,686009.2932,98.25,89,109,43.84028944,6.6212,92,83,97,40.6667,6.377,1.5,1.5,0,0,0,0,1,1,0,0,1,0,8679,725,11.97103448,5786,483.3333333,1,0,0,2,1,12,NA,NA,NA,346,0,0,0,0,NA,10,4,1913,1724,0,0,0.1076,300,386,0.7772,-0.2521,28000,1.6
336,WORLD WAR I (WESTERN FRONT 1918),BELLEAU WOOD,BELLEAU WOOD,US 4TH BDE(+),BG HARBORD,GER 4TH RES CORPS(-),GEN CONTA,1918.43,3.3985,49.047,4617433.212,678317.632,119.2308,56,210,2711.14952,52.0687,157,145,169,288,16.9706,4.4,4.4,0,0,0,0,0,1,0,0,0,1,9437,6436,1.466283406,2144.772727,1462.727273,1,0,1,0,0,0,0,0,NA,36,0,0,0,NA,24,10,4,1913,1724,0,0,0.5313,1087,730,1.489,0.3981,29000,0.5
337,WORLD WAR I (WESTERN FRONT 1918),BELLEAU WOOD,HILL 142,US 5TH MAR RGT(-),MAJ TURRILL,GER 2/273RD RGT(+),?,1918.43,3.2869,49.0781,4612260.402,681482.448,139,139,139,0,0,139,139,139,0,0,0.3,0.3,0,0,0,0,1,1,0,0,0,1,2913,2458,1.185109845,9710,8193.333333,1,0,1,0,0,0,0,0,NA,32,0,0,0,NA,24,10,4,1913,1724,0,0,0.3646,383,471,0.8132,-0.2068,29000,0.9
338,WORLD WAR I (WESTERN FRONT 1918),BELLEAU WOOD,WEST WOOD I,US 3/5TH MAR RGT(-),MAJ BERRY,GER 1/461ST RGT,MAJ HARTLIEB,1918.43,3.2921,49.0841,4612705.146,680867.9367,125,112,132,89.33274256,9.4516,161.5,139,184,1012.5,31.8198,0.8,0.8,0,0,0,0,0,1,0,0,0,1,1740,1121,1.552185549,2175,1401.25,1,0,0,0,0,0,0,0,NA,18,0,0,0,7,10,10,4,1913,1724,0,0,0.1667,361,54,6.6852,1.8999,28000,0
339,WORLD WAR I (WESTERN FRONT 1918),BELLEAU WOOD,BOURESCHES I,US 6TH MAR RGT(-),MAJ SIBLEY,GER 2/461ST RGT,MAJ BISCHOFF,1918.43,3.3086,49.0625,4613004.792,681461.8732,135,135,135,0,0,139,139,139,0,0,0.7,0.7,0,0,0,0,0,1,0,0,0,1,2733,1352,2.021449704,3904.285714,1931.428571,1,0,0,0,0,0,0,0,NA,18,0,0,0,NA,14,10,4,1913,1724,0,0,0.1875,343,186,1.8441,0.612,28000,1
340,WORLD WAR I (WESTERN FRONT 1918),BELLEAU WOOD,HILL 192,US 23RD INF RGT,COL MALONE,GER 1/47TH INF RGT(+),LCOL ROTENBUCHER,1918.43,3.4479,49.0134,4619185.744,678203.0164,216.8333,206,226,73.36607716,8.5654,145,145,145,0,0,1.6,1.6,0,0,0,0,1,1,0,0,0,1,3608,3955,0.912262958,2255,2471.875,1,0,1,0,0,0,0,0,NA,36,0,0,0,NA,20,10,4,1913,1724,0,0,0.4167,340,87,3.908,1.363,29000,0.8
